"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"103","Calyfield","89.5 W, Galapagos Rift","","active, confirmed",NA,"Low",0.83,-89.6083,"N. Pacific","Galapagos Rift","Ecuador  :  Galapagos Islands",1660,NA,"mid-ocean ridge",58,"low-temperature hydrothermal area hosted in pillow basalts that supports an extensive community of vent clams; in addition, an extinct high-temperature sulfide chimney was discovered east of Calyfield; located within the Galapagos Marine Reserve (UNESCO Natural World Heritage Site)","Calyptogena clams, demosponge","2002 submersible Alvin","Fornari, D et al. (2002) High Resolution Mapping and Near-Bottom Investigations of the Galapagos Rift Between 86W and 89.5W Using ABE, Alvin and a new Towed Digital Camera. American Geophysical Union, Fall Meeting 2002, abstract #T11C-1256, Shank, T et al. (2002) Time-Series Exploration and Biological, Geological, and Geochemical Characterization of the Rosebud and Calyfield Hydrothermal Vent Fields at 86W and 89.5W on the Galapagos Rift. Eos Trans. AGU, 83(47), Fall Meet. Suppl., Abstract T11C-1257.",""
"104","Rose Garden","86 W, Galapagos Rift","Clambake I, Clambake II, Dandelions, Garden of Eden, Mussel Bed, Oyster Bed, Rose Garden, Rosebud","active, confirmed",22,"",0.8058,-86.2267,"N. Pacific","Galapagos Rift","high seas",2550,2450,"mid-ocean ridge",63,"first deep-sea vents discovered; axial volcanic high; van Andel and Ballard (1979) geological map is for 86 11'W to 86 07'W, i.e., does not include Rose Garden; map of active vent fields in Ballard et al. (1982) is for 86 17'W to 85 58'W; maximum temperature 22 C in Ballard et al. (1982); Clambake I and II (named after photos taken in 1976), Mussel Bed (1979), Oyster Bed (1977), Rose Garden (1979, not active in 2002), Garden of Eden (1977, still active 2005), Rosebud (2002); Shank et al. (2012): ""The lack of biota and presence of vitreous, unsedimented lobate lava flows observed at the Rosebud diffuse vent field (86.2°W) suggests that there may have been an eruption at this site after 2005 when this site was last visited.""; note: Garden of Eden is approx. 6 naut. miles east of Rose Garden (00 47.7'N, 86 07.7'W) and was considered a separate vent field in Hessler and Smithey (1984)","Riftia tubeworms, Mytilidae, Vesicomyidae, Bythograeidae, enteropneusts","1977 submersible Alvin; 1976 plume and photographs of clam shells did not confirm activity (note: Rose Garden is used here as the name of the vent field, but Rose Garden vent site itself not discovered until 1979)","Corliss et al., Science, 203, 1073-1083, 1979, Submarine thermal springs on the Galapagos Rift, (Deep Tow photographs in 1976) Lonsdale, P. (1977) Clustering of suspension-feeding macrobenthos near abyssal hydrothermal vents at oceanic spreading centers. Deep-Sea Research 24: 857-863, (Rose Garden) Grassle et al. (1979) Galápagos ‘79: Initial Findings of a Deep-Sea Biological Quest. Oceanus 22: 1-10, (Rose Garden) Ballard et al., J. Geophys. Res., 87, B2, 1149-1161, 1982, doi:10.1029/JB087iB02p01149, THE GALAPAGOS RIFT AT 86°W 5. VARIATIONS IN VOLCANISM, STRUCTURE, AND HYDROTHERMAL ACTIVITY ALONG A 30-KILOMETER SEGMENT OF THE RIFT VALLEY.","van Andel and Ballard (1979) The Galápagos Rift at 86°W: Volcanism, Structure, and Evolution of the Rift Valley. Journal of Geophysical Research 84: 5390-5406, Hessler and Smithey, Jr. (1984) The Distribution and Community Structure of Megafauna at the Galapágos Rift Hydrothermal Vents. In: Hydrothermal Processes at Seafloor Spreading Centers, edited by Peter A. Rona, et al. (Plenum Publishing Corporation), Shank et al. (2003) Deep Submergence Synergy: Alvin and ABE Explore the Galápagos Rift at 86°W. Eos, Trans. AGU, 84(41), 425, 440, doi:10.1029/2003EO410001., Shank, T., et al. (2012) Exploration of the deepwater Galapagos region. Oceanography, 25(1), Suppl. 50-51."
"105","Uka Pacha","Area 2A plume target","","active, confirmed",NA,"Low",0.77,-88.3,"N. Pacific","Galapagos Rift","Ecuador  :  Galapagos Islands",2100,NA,"mid-ocean ridge",59.3,"position and depth approximated from GMRT, accessed 24 April 2015, GeoMapApp; 2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/summary/summary.html: ""Five ROV dives near 88.3 W, the location of the largest hydrothermal plume signal, found recently-erupted lava flows spread over at least 14 km, and several regions of vigorous diffuse venting. At two sites, white flocculent material - potentially microbial in origin - issued from the vents in a “snow-blower” fashion. Two newly named vent fields, Uka Pacha and Pegasus, featured white microbial mats blanketing extensive areas along the base and sides of the axial graben."", ""Extinct hydrothermal sulfide chimneys over 30-m tall were discovered within 2 km of the active vents""; 2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/july18/july18.html: ""Over the first few dives at Area 2A we saw two sites separated by ~9 miles with young lavas and intense “diffuse” venting with only a few mobile species that are “vent specific”""; Baker et al. (2011): ""entire GALREX survey detected ~20 discrete ORP anomalies... Because ORP anomalies are very short lived, and thus do not advect far from their seafloor source, at least ~20 distinct vent ""fields"" must be active""","2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/summary/summary.html: ""Sessile fauna were not observed and mobile organisms were scarce""","2011 ROV Little Hercules","Shank, T., et al. (2011) Discovery of Nascent Vents and Recent Colonization Associated with (Re)activated Hydrothermal Vent Fields by the GALREX 2011 Expedition on the Galápagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-07., Baker, E., et al. (2011) GALREX 2011: Extensive hydrothermal venting discovered along the eastern Galapagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-08.","Shank, T., et al. (2012) Exploration of the deepwater Galapagos region. Oceanography, 25(1), Suppl. 50-51."
"106","Tempus Fugit","Site 4A West plume target","","active, confirmed",NA,"Low",0.7683,-85.91,"N. Pacific","Galapagos Rift","high seas",2560,NA,"mid-ocean ridge",63,"on the eastern portion of the Galápagos Rift; 2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/july24/july24.html: ""Given the extent of living and dead clams around the periphery, this may be one of the largest vent fields found yet on the Galapagos Rift (spanning 130m by 40m).""; Baker et al. (2011): ""entire GALREX survey detected ~20 discrete ORP anomalies... Because ORP anomalies are very short lived, and thus do not advect far from their seafloor source, at least ~20 distinct vent ""fields"" must be active""; WHOI YouTube video, accessed 24 April 2015, https://www.youtube.com/watch?v=jdV9GfzQvrY&index=2&list=PL1CGd4Scv4GJsaaFRzItk-btFI757bH8f","2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/july24/july24.html: microbial mats, alvinocarid shrimp, anemones, bathymodiolin mussels, brachyuran crabs, Calyptogena clams, dandelion siphonophores, limpets, Riftia tubeworms; additional biological observations in Shank et al. (2011)","2011 ROV Little Hercules","Shank, T., et al. (2011) Discovery of Nascent Vents and Recent Colonization Associated with(Re)activated Hydrothermal Vent Fields by the GALREX 2011 Expedition on the Galápagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-07; Shank, T., et al. (2012) Exploration of the deepwater Galapagos region. Oceanography, 25(1), Suppl. 50-51., Baker, E., et al. (2011) GALREX 2011: Extensive hydrothermal venting discovered along the eastern Galapagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-08.",""
"107","Galapagos Rift, 85 50'W","","","inactive",NA,"NotApplicable",0.75,-85.8333,"N. Pacific","Galapagos Rift","high seas",2600,NA,"mid-ocean ridge",63,"several large inactive sulfide deposits, Fe oxide gossans, low-temperature Fe oxide and silica chimneys, and associated hydrothermal Fe-Mn crusts (150 m approx. explored dimensions) in southern rift; Haymon et al. (2008): ""The field of inactive deposits occurs within a 1.5 km-wide axial graben near the eastern terminus of the GSC at the Inca Transform. The deposits are located ~300 m south of the present-day neovolcanic zone, on top of a linear high that is part of an abandoned rift tip""","NotProvided","1988 or earlier submersible observations","[Embley et al. (1988) Submersible investigation of an extinct hydrothermal system on the Galápagos Ridge: Sulfide mounds, stockwork zone, and differentiated lavas, Can. Mineral., 26, 517–540.]",""
"108","Pegasus","Area 2A plume target","","active, confirmed",NA,"Low",0.75,-88.2,"N. Pacific","Galapagos Rift","Ecuador  :  Galapagos Islands",2000,NA,"mid-ocean ridge",59.3,"position and depth approximated from GMRT, accessed 24 April 2015, GeoMapApp; 2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/summary/summary.html: ""Five ROV dives near 88.3 W, the location of the largest hydrothermal plume signal, found recently-erupted lava flows spread over at least 14 km, and several regions of vigorous diffuse venting. At two sites, white flocculent material - potentially microbial in origin - issued from the vents in a “snow-blower” fashion. Two newly named vent fields, Uka Pacha and Pegasus, featured white microbial mats blanketing extensive areas along the base and sides of the axial graben."", ""Extinct hydrothermal sulfide chimneys over 30-m tall were discovered within 2 km of the active vents""; 2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/july18/july18.html: ""Over the first few dives at Area 2A we saw two sites separated by ~9 miles with young lavas and intense “diffuse” venting with only a few mobile species that are “vent specific”""; Baker et al. (2011): ""entire GALREX survey detected ~20 discrete ORP anomalies... Because ORP anomalies are very short lived, and thus do not advect far from their seafloor source, at least ~20 distinct vent ""fields"" must be active"";","2011 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/okeanos/explorations/ex1103/logs/summary/summary.html: ""Sessile fauna were not observed and mobile organisms were scarce"";","2011 ROV Little Hercules","Shank, T., et al. (2011) Discovery of Nascent Vents and Recent Colonization Associated with (Re)activated Hydrothermal Vent Fields by the GALREX 2011 Expedition on the Galápagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-07;, Baker, E., et al. (2011) GALREX 2011: Extensive hydrothermal venting discovered along the eastern Galapagos Rift. American Geophysical Union, Fall Meeting 2011, abstract #OS22A-08;","Shank, T., et al. (2012) Exploration of the deepwater Galapagos region. Oceanography, 25(1), Suppl. 50-51;"
"109","Gorda Ridge, GR-15","","","active, inferred",NA,"",42.95,-126.55,"N. Pacific","Gorda Ridge","United States",3365,NA,"mid-ocean ridge",55.7,"NOAA Vents Program webpage for northern Gorda Ridge: http://www.pmel.noaa.gov/vents/gorda_site.html","","1985 plume only","(plume only) Baker et al., Deep Sea Res. 34, 1461-1476, 1987, Evidence for high-temperature hydrothermal venting on the Gorda Ridge, northeast Pacific Ocean.",""
"110","Sea Cliff","GR-14, GR14, G14, North Gorda","","active, confirmed",308,"",42.755,-126.7083,"N. Pacific","Gorda Ridge","United States",2800,2675,"mid-ocean ridge",55.7,"small vent fields with active sulfide deposits and hydrothermal Fe-Mn oxide crusts on the wall of axial valley; high temperature, clear fluids; 1996 eruption and event plumes close to vent field; NOAA Vents Program webpage for northern Gorda Ridge: http://www.pmel.noaa.gov/vents/gorda_site.html","tubeworms (Ridgeia), alvinellid worms (Paralvinella)","1988 submersible Sea Cliff; 1985 plume only; 1986 dredge and camera tow did not confirm activity","(submersible Sea Cliff) Rona et al., Geology 18, 493-496, 1990, Major off-axis hydrothermal activity on the northern Gorda Ridge, (plume only) Baker et al., Deep Sea Res. 34, 1461-1476, 1987, Evidence for high-temperature hydrothermal venting on the Gorda Ridge, northeast Pacific Ocean, (dredge and camera tow did not visually confirm activity) Howard and Fisk (1988) Hydrothermal alumina-rich clays and boehmite on the Gorda Ridge. Geochimica et Cosmochimica Acta 52: 2269-2279, (dredge and camera tow did not visually confirm activity) Rona & Clague (1989) Geologic controls of hydrothermal discharge on the northern Gorda Ridge. Geology 17: 1097-1101.","Cowen and Baker, Deep Sea Research II, 45 (12): 2503-2511, 1998 (special volume), The 1996 Gorda Ridge event detection and response activities: historical perspective and future implications, McClain et al. (2001) Detailed Observations and Sampling of the Sea Cliff Hydrothermal Field (GR-14) on the Northern Gorda Ridge. AGU Fall Meeting abstract #OS41A-0448."
"111","Gorda Ridge, EP96A","","","active, inferred",NA,"",42.679,-126.782,"N. Pacific","Gorda Ridge","United States",3150,3100,"mid-ocean ridge",55.7,"youngest (days old) plume, EP96A, found during GREAT 1 cruise; site of newly erupted lava in 1996; vents not observed directly - the shimmering water was from cooling lava; NOAA Vents Program webpage for northern Gorda Ridge: http://www.pmel.noaa.gov/vents/gorda_site.html","NotProvided","1996 camera/temperature tow followed by ROV did not confirm hydrothermal activity","Chadwick et al. (1998) The 1996 Gorda Ridge eruption: geologic mapping, sidescan sonar, and SeaBeam comparison results. Deep Sea Research II 45: 2547-2569.","Cowen and Baker, Deep Sea Research II, 45 (12): 2503-2511, 1998 (special volume), The 1996 Gorda Ridge event detection and response activities: historical perspective and future implications."
"112","Gorda Ridge, EP96B","","","active, inferred",NA,"",42.55,-126.8333,"N. Pacific","Gorda Ridge","United States",3400,NA,"mid-ocean ridge",55.7,"position and depth approximate; second event plume, EP96B, discovered during GREAT 2 cruise; Baker et al. (1987): ""Only one dredge (at 42°29'N) recovered minerals, such as sulfides (including minute quantities of pyrrhotite), sulfates, and talc deposits, indicating high-temperature fluids.""; Chadwick et al. (1998): ""it is possible (but not proven) that there were two eruption sites associated with the 1996 eruption - one at 42.665-42.688 N and the other at 42.605-42.615 N.""; NOAA Vents Program webpage for northern Gorda Ridge: http://www.pmel.noaa.gov/vents/gorda_site.html; near GR-4 in Baker et al. (1987)","","1984 deposits only; 1996 plume only","[CLAGUE D., et al. (1984) Preliminary geological, geophysical, and biological data from the Gorda Ridge. U.S.G.S. Open-File report 84-364, 49 pp.]","Baker et al., Deep Sea Res. 34, 1461-1476, 1987, Evidence for high-temperature hydrothermal venting on the Gorda Ridge, northeast Pacific Ocean, Chadwick et al. (1998) The 1996 Gorda Ridge eruption: geologic mapping, sidescan sonar, and SeaBeam comparison results. Deep Sea Research II 45: 2547-2569."
"113","Gorda Ridge, 41 30'N","","","inactive",NA,"NotApplicable",41.5167,-127.45,"N. Pacific","Gorda Ridge","United States",3350,NA,"mid-ocean ridge",55.5,"layered deposits of Fe silicates (nontronite) and Mn crusts; Baker et al. (1987): ""Most of the basalt samples showed mineralogic alteration indicative of low- to moderate-temperature hydrothermal activity, including a single recovery (at 41°31'N) of massive hydrothermal nontronite and associated Fe and Mn oxides. The deposit was filled with worm tubes but contained no fauna.""; near GR-9 in Baker et al. (1987)","","1984 deposits only","[CLAGUE D., et al. (1984) Preliminary geological, geophysical, and biological data from the Gorda Ridge. U.S.G.S. Openfile report 84-364, 49 pp.]","Baker et al., Deep Sea Res. 34, 1461-1476, 1987, Evidence for high-temperature hydrothermal venting on the Gorda Ridge, northeast Pacific Ocean, [Could not find specific reference: Old InterRidge database cited Deep Sea Research II, 45 (12), 1998 (special volume)]"
"114","NESCA","northern Escanaba Trough, GR-10, Escanaba Trough, 41 N","Central Hill","active, confirmed",217,"",41,-127.4917,"N. Pacific","Gorda Ridge","United States",3300,3255,"mid-ocean ridge",55.4,"two large active sulfide deposits (nesca, sesca) within turbiditic sediments in the buried axial (up to 250 m explored dimensions); 220 C alkali-rich vents and low temperature venting; Nine holes were drilled in the NESCA area in 1996 on ODP Leg 169; Sites 1037 (reference hole) and 1038 drilled during ODP Leg 169; Zierenberg et al. (2001): ""Mapping with Tiburon confirmed that the extent of hydrothermal venting at NESCA decreased dramatically since 1988."", ""Venting at the seafloor does not seem to have been affected by drilling in the hydrothermal field.""; http://marine.usgs.gov/fact-sheets/gorda/; Alvin dives 2033-2042 in 1988","tubeworms (Ridgeia); Zierenberg et al. (2001): ""Formerly extensive colonies of Ridgeia had vanished leaving no trace of their presence.""","1988 submersible Alvin; 1986 dredge and photographs did not confirm activity","JL Morton et al. (1987) Geophys Res Lett Volume 14, Issue 7, p. 769-772, Volcanism and massive sulfide formation at a sedimented spreading center, Escanaba trough, Gorda ridge, northeast Pacific Ocean.","Baker et al., Deep Sea Res. 34, 1461-1476, 1987, Evidence for high-temperature hydrothermal venting on the Gorda Ridge, northeast Pacific Ocean, [Zierenberg et al., Econ. Geol., 88, 2069-2098, 1993, Genesis of massive sulfide deposits on a sediment-covered spreading center, Escanaba Trough, southern Gorda Ridge], Zierenberg et al. (2001) Decline of a Hydrothermal Vent Field - Escanaba Trough 12 Years Later. AGU Fall Meeting abstract #V12D-1009, Gieskes et al. (2002) Hydrothermal geochemistry of sediments and pore waters in Escanaba Trough—ODP Leg 169. Applied Geochemistry 17: 1435-1456, Koski et al. (2002) Hydrothermal Tar Mounds in Escanaba Trough, Southern Gorda Ridge. American Geophysical Union, Fall Meeting 2002, abstract #V72A-1293, Von Damm et al. (2005) The Escanaba Trough, Gorda Ridge hydrothermal system: Temporal stability and subseafloor complexity. Geochimica et Cosmochimica Acta 69: 4971-4984."
